question_number,title,coverage,score,question_weight,my_forecast,open_date,resolution_date,resolution_value,question_type
42043,What will be the US national average price for regular gasoline (dollars per gallon) for the month of March 2026?,37.1%,-,0.5,"[0.00594, 0.0062911481, 0.0066422961, 0.0069934442, 0.0073445922, 0.0076957403, 0.0080468883, 0.0083980364, 0.0087491844, 0.0091003325, 0.0094514805, 0.0098026286, 0.0101537767, 0.0105049247, 0.0108560728, 0.0112072208, 0.0115583689, 0.0132704797, 0.0159047065, 0.0185389333, 0.02117316, 0.0249581289, 0.0290811901, 0.0336700008, 0.0391344262, 0.0452477132, 0.0519984888, 0.0598688406, 0.0685905407, 0.078254875, 0.0889357854, 0.1006701618, 0.1136194259, 0.1277086527, 0.142955687, 0.1594267007, 0.1771378634, 0.1960388368, 0.2161257716, 0.2373644989, 0.2596999424, 0.2831211702, 0.3074905584, 0.3327548156, 0.3587885187, 0.3855158998, 0.4127863405, 0.4404770874, 0.4684554127, 0.4965826899, 0.5247132387, 0.552704671, 0.5804184356, 0.6077219397, 0.6344779213, 0.6605610323, 0.6858863319, 0.7103025985, 0.7337794411, 0.7561993208, 0.7775037776, 0.7976624048, 0.816641393, 0.8344373372, 0.8509534485, 0.8662965136, 0.8804368816, 0.8934911841, 0.9052881048, 0.9160302302, 0.9257588943, 0.9345484217, 0.9424187735, 0.9492414011, 0.9554313501, 0.9608957754, 0.9655673863, 0.9696904476, 0.9735673198, 0.9762015466, 0.9788357734, 0.9814700001, 0.983234283, 0.9833260264, 0.9834177698, 0.9835095131, 0.9836012565, 0.9836929999, 0.9837847432, 0.9838764866, 0.9839682299, 0.9840599733, 0.9841517167, 0.98424346, 0.9843352034, 0.9844269468, 0.9845186901, 0.9846104335, 0.9847021769, 0.9847939202, 0.9848856636, 0.984977407, 0.9850691503, 0.9851608937, 0.985252637, 0.9853443804, 0.9854361238, 0.9855278671, 0.9856196105, 0.9857113539, 0.9858030972, 0.9858948406, 0.985986584, 0.9860783273, 0.9861700707, 0.9862618141, 0.9863535574, 0.9864453008, 0.9865370441, 0.9866287875, 0.9867205309, 0.9868122742, 0.9869040176, 0.986995761, 0.9870875043, 0.9871792477, 0.9872709911, 0.9873627344, 0.9874544778, 0.9875462211, 0.9876379645, 0.9877297079, 0.9878214512, 0.9879131946, 0.988004938, 0.9880966813, 0.9881884247, 0.9882801681, 0.9883719114, 0.9884636548, 0.9885553982, 0.9886471415, 0.9887388849, 0.9888306282, 0.9889223716, 0.989014115, 0.9891058583, 0.9891976017, 0.9892893451, 0.9893810884, 0.9894728318, 0.9895645752, 0.9896563185, 0.9897480619, 0.9898398053, 0.9899315486, 0.990023292, 0.9901150353, 0.9902067787, 0.9902985221, 0.9903902654, 0.9904820088, 0.9905737522, 0.9906654955, 0.9907572389, 0.9908489823, 0.9909407256, 0.991032469, 0.9911242123, 0.9912159557, 0.9913076991, 0.9913994424, 0.9914911858, 0.9915829292, 0.9916746725, 0.9917664159, 0.9918581593, 0.9919499026, 0.992041646, 0.9921333894, 0.9922251327, 0.9923168761, 0.9924086194, 0.9925003628, 0.9925921062, 0.9926838495, 0.9927755929, 0.9928673363, 0.9929590796, 0.993050823, 0.9931425664, 0.9932343097, 0.9933260531, 0.9934177965, 0.9935095398, 0.9936012832, 0.9936930265, 0.9937847699, 0.9938765133, 0.9939682566, 0.99406]",2026-02-10,,,numeric
42114,How many commercial aircraft deliveries will Airbus report for April 2026 ?,93.9%,-,1.0,"[0, 0.0004868213, 0.0009736426, 0.0014604639, 0.0019472852, 0.0024341065, 0.0029209278, 0.0034077491, 0.0038945704, 0.0043813917, 0.0048682131, 0.0053550344, 0.0058418557, 0.006328677, 0.0068154983, 0.0073023196, 0.0077891409, 0.0082759622, 0.0087627835, 0.0092496048, 0.0097364261, 0.0102232474, 0.0107100687, 0.0115064443, 0.0128551426, 0.0142038409, 0.0155525393, 0.0169012376, 0.0182499359, 0.0195986343, 0.0209473326, 0.0228525843, 0.0249494936, 0.027046403, 0.0291433123, 0.0312402216, 0.0339520252, 0.0367230345, 0.0394940438, 0.0424382418, 0.0458333769, 0.0492285119, 0.0528113969, 0.0567915001, 0.0607716032, 0.0651959427, 0.069728246, 0.0745737536, 0.0796297842, 0.0849960054, 0.0905504043, 0.0964973114, 0.1026051193, 0.1090891733, 0.1158490889, 0.1228489191, 0.1301840099, 0.1378532177, 0.1457979505, 0.1540338666, 0.162571298, 0.1714163702, 0.1805906565, 0.1900703456, 0.1998472054, 0.2099194955, 0.2202836125, 0.2309372279, 0.2418908626, 0.2531200548, 0.2646153578, 0.2763666842, 0.2883633995, 0.3005981154, 0.3130872322, 0.3257850803, 0.3386791081, 0.351774921, 0.3650532094, 0.3784849736, 0.3920738843, 0.4057950771, 0.4196251267, 0.4335664886, 0.4475831422, 0.4616672821, 0.4757986325, 0.4899583529, 0.5041303806, 0.5182964608, 0.5324352665, 0.5465339278, 0.5605706739, 0.5745282268, 0.5883976985, 0.6021421485, 0.6157670551, 0.6292469725, 0.6425581677, 0.6557049913, 0.6686616316, 0.6814024159, 0.6939370538, 0.7062532814, 0.7183209398, 0.7301285271, 0.7416828948, 0.752974012, 0.7639924936, 0.7747297133, 0.7851779399, 0.7953305035, 0.8051819999, 0.8147285419, 0.8239680741, 0.832900768, 0.841529526, 0.8498606296, 0.857904588, 0.8656387659, 0.8730123537, 0.8801201275, 0.8869927387, 0.8934767926, 0.8997023749, 0.9057321566, 0.9113269282, 0.916822356, 0.9218783866, 0.9268596754, 0.9313919787, 0.935924282, 0.9399395843, 0.9439196875, 0.9476542309, 0.9510493659, 0.9544445009, 0.9575505093, 0.9603215186, 0.9630925279, 0.9658635372, 0.9680760075, 0.9701729168, 0.9722698262, 0.9743667355, 0.9764636448, 0.9778146662, 0.9791633645, 0.9805120628, 0.9818607612, 0.9832094595, 0.9845581578, 0.9859068561, 0.9867998235, 0.986954189, 0.9871085545, 0.9872629199, 0.9874172854, 0.9875716508, 0.9877260163, 0.9878803817, 0.9880347472, 0.9881891127, 0.9883434781, 0.9884978436, 0.988652209, 0.9888065745, 0.9889609399, 0.9891153054, 0.9892696708, 0.9894240363, 0.9895784018, 0.9897327672, 0.9898871327, 0.9900414981, 0.9901958636, 0.990350229, 0.9905045945, 0.99065896, 0.9908133254, 0.9909676909, 0.9911220563, 0.9912764218, 0.9914307872, 0.9915851527, 0.9917395182, 0.9918938836, 0.9920482491, 0.9922026145, 0.99235698, 0.9925113454, 0.9926657109, 0.9928200763, 0.9929744418, 0.9931288073, 0.9932831727, 0.9934375382, 0.9935919036, 0.9937462691, 0.9939006345, 0.994055]",2026-02-18,,,numeric
42115,Will the nationwide #1 party’s vote share in the Netherlands municipal elections be at least 15.0% ?,23.0%,-,1.0,11.7%,2026-02-19,,,binary
42230,Will the UK increase the qualifying period for settlement to 10 years before May 2026?,57.8%,-,1.0,38.5%,2026-02-20,,,binary
42231,Will any political party or coalition acquire a supermajority in the 2026 Hungarian parliamentary elections?,64.8%,-,1.0,36.0%,2026-02-20,,,binary
42118,"Will the official result of the Lamag by-election (Sabah), scheduled for January 24, 2026, be overturned before May 1, 2026?",73.2%,-,1.0,3.5%,2026-02-21,,,binary
42232,"Will Ali Khamenei cease to be supreme leader of Iran before April 1, 2026?",72.5%,-,1.0,8.5%,2026-02-21,,,binary
42119,"Will any state actor use chemical weapons in Ukraine before May 1, 2026?",48.1%,-,1.0,6.2%,2026-02-22,,,binary
42120,"Will Frontier Group Holdings, Inc. file for bankruptcy protection before May 1, 2026?",76.1%,-,1.0,3.1%,2026-02-22,,,binary
42236,Will the IOM Missing Migrants Project record at least 800 Mediterranean migrant deaths in 2026 before March 2026?,80.1%,-,0.6,59.5%,2026-02-22,,,binary
42237,Will the IOM Missing Migrants Project record at least 900 Mediterranean migrant deaths in 2026 before April 2026?,71.9%,-,0.6,80.5%,2026-02-22,,,binary
42233,Which book will win the 2025 National Book Critics Circle Award for fiction?,83.5%,-,1.0,The Antidote: 21.2%; Audition: 24.3%; On the Calculation of Volume (Book III): 15.3%; We Do Not Part: 28.3%; The Wilderness: 10.8%,2026-02-22,,,multiple_choice
42239,"Will CDC’s preliminary estimate of cumulative flu-related hospitalizations for the 2025–26 season reach 850,000 before April 5, 2026?",96.3%,-,1.0,29.0%,2026-02-23,,,binary
42240,"Will the Cannes Film Festival publish its 2026 official selection before April 10, 2026?",54.7%,-,1.0,33.0%,2026-02-24,,,binary
42241,"Will at least one film surpass US$1 billion in worldwide box office before May 1, 2026?",85.2%,-,1.0,57.0%,2026-02-24,,,binary
42243,"Will Christie’s, Sotheby’s, or Phillips report a public auction sale of a painting for at least US$100 million before May 1, 2026?",57.0%,-,1.0,92.5%,2026-02-25,,,binary
42244,Who will win the 2026 Masters Tournament?,42.4%,-,1.0,Scottie Scheffler: 12.3%; Rory McIlroy: 8.3%; Jon Rahm: 6.7%; Bryson DeChambeau: 5.2%; Other golfer: 67.5%,2026-02-25,,,multiple_choice
42245,"Will the IOM Missing Migrants Project record at least 1,000 Mediterranean migrant deaths in 2026 before May 2026?",56.2%,-,0.6,73.0%,2026-02-26,,,binary
42113,"Will Ethiopia have acceded to the World Trade Organization (WTO) (i.e., become a WTO member) by May 1, 2026?",94.5%,-,1.0,13.0%,2026-02-17,,,binary
42042,What will the seasonally adjusted U-3 unemployment rate (percent) be in the United States for March 2026?,10.0%,-,1.0,"[0, 0.0001876161, 0.0003752321, 0.0005628482, 0.0007504642, 0.0009380803, 0.0011256963, 0.0013133124, 0.0015009284, 0.0016885445, 0.0018761605, 0.0020637766, 0.0022513927, 0.0024390087, 0.0026266248, 0.0028142408, 0.0030018569, 0.0031894729, 0.003377089, 0.003564705, 0.0037523211, 0.0039399371, 0.0041275532, 0.0043151692, 0.0045027853, 0.0046904014, 0.0048780174, 0.0050656335, 0.0052532495, 0.0054408656, 0.0056284816, 0.0058160977, 0.0060037137, 0.0061913298, 0.0063789458, 0.0065665619, 0.006754178, 0.006941794, 0.0071294101, 0.0073170261, 0.0075046422, 0.0076922582, 0.0078798743, 0.0080674903, 0.0082551064, 0.0084427224, 0.0086303385, 0.0088179545, 0.0090055706, 0.0091931867, 0.0093808027, 0.0095684188, 0.0097560348, 0.0099436509, 0.0101312669, 0.010318883, 0.010506499, 0.0106941151, 0.0108817311, 0.0110693472, 0.0112569633, 0.0114445793, 0.0116321954, 0.0118198114, 0.0120074275, 0.0121950435, 0.0123826596, 0.0125702756, 0.0127578917, 0.0129455077, 0.0131331238, 0.0133207398, 0.0140829764, 0.0185785799, 0.0230741835, 0.0298972045, 0.0381014055, 0.0483960338, 0.0610416956, 0.076470551, 0.0948522394, 0.1165502207, 0.1416286666, 0.1703266601, 0.2025710619, 0.2383426566, 0.2773664613, 0.3193241953, 0.3637886577, 0.4101825516, 0.4578924272, 0.5062116936, 0.5544221675, 0.6018104766, 0.6477090559, 0.6914697334, 0.7326047819, 0.7706845785, 0.8054444448, 0.8366458498, 0.8642650765, 0.888310372, 0.9089770993, 0.9265199185, 0.9410444451, 0.953096798, 0.9627584014, 0.9702788908, 0.9763430324, 0.9808386359, 0.9846189349, 0.9847237801, 0.9848286252, 0.9849334704, 0.9850383156, 0.9851431607, 0.9852480059, 0.9853528511, 0.9854576962, 0.9855625414, 0.9856673866, 0.9857722317, 0.9858770769, 0.9859819221, 0.9860867673, 0.9861916124, 0.9862964576, 0.9864013028, 0.9865061479, 0.9866109931, 0.9867158383, 0.9868206834, 0.9869255286, 0.9870303738, 0.9871352189, 0.9872400641, 0.9873449093, 0.9874497544, 0.9875545996, 0.9876594448, 0.9877642899, 0.9878691351, 0.9879739803, 0.9880788254, 0.9881836706, 0.9882885158, 0.9883933609, 0.9884982061, 0.9886030513, 0.9887078964, 0.9888127416, 0.9889175868, 0.9890224319, 0.9891272771, 0.9892321223, 0.9893369675, 0.9894418126, 0.9895466578, 0.989651503, 0.9897563481, 0.9898611933, 0.9899660385, 0.9900708836, 0.9901757288, 0.990280574, 0.9903854191, 0.9904902643, 0.9905951095, 0.9906999546, 0.9908047998, 0.990909645, 0.9910144901, 0.9911193353, 0.9912241805, 0.9913290256, 0.9914338708, 0.991538716, 0.9916435611, 0.9917484063, 0.9918532515, 0.9919580966, 0.9920629418, 0.992167787, 0.9922726321, 0.9923774773, 0.9924823225, 0.9925871677, 0.9926920128, 0.992796858, 0.9929017032, 0.9930065483, 0.9931113935, 0.9932162387, 0.9933210838, 0.993425929, 0.9935307742, 0.9936356193, 0.9937404645, 0.9938453097, 0.9939501548, 0.994055]",2026-02-10,,,numeric
42112,"Will the official result of the Tobago House of Assembly election held on January 12, 2026 be overturned before May 1, 2026?",35.6%,-,1.0,4.8%,2026-02-17,,,binary
42110,"Who will win the Wisconsin Supreme Court election scheduled for April 7, 2026?",77.5%,-,1.0,Maria Lazar: 36.0%; Chris Taylor: 62.0%; Someone else: 2.0%,2026-02-16,,,multiple_choice
42045,"Will WHO publish an update indicating at least one additional country or territory has been certified malaria-free, before May 1, 2026?",53.6%,-,1.0,36.5%,2026-02-10,,,binary
42046,Will the European Commission’s AI Office publish a revised draft (a new version) of the general-purpose AI (GPAI) code of practice?,70.0%,-,1.0,13.2%,2026-02-10,,,binary
41855,"Will Tesla discontinue the Cybertruck before April 1, 2026?",68.5%,-,1.0,13.5%,2026-02-10,,,binary
41856,"Will the US House of Representatives censure, expel or reprimand any of its members before April 1, 2026?",61.4%,-,1.0,63.5%,2026-02-11,,,binary
42047,What will be the US national average price for regular gasoline (dollars per gallon) for the month of April 2026?,89.0%,-,0.5,"[0.00594, 0.0062977727, 0.0066555454, 0.0070133182, 0.0073710909, 0.0077288636, 0.0080866363, 0.008444409, 0.0088021817, 0.0091599545, 0.0095177272, 0.0098754999, 0.0102332726, 0.0105910453, 0.010948818, 0.0113065908, 0.0116643635, 0.0139399306, 0.0163181472, 0.0186963639, 0.0210745805, 0.0243992517, 0.0281188093, 0.0318542954, 0.0367823329, 0.0417103704, 0.04774362, 0.05414738, 0.0612429975, 0.06926716, 0.0780178806, 0.0875851471, 0.0980197746, 0.109347513, 0.1215966115, 0.1348994752, 0.1491039293, 0.164323687, 0.1804815784, 0.1976844877, 0.2158249447, 0.2348985305, 0.2548778383, 0.2757190453, 0.2973663652, 0.3197596908, 0.3428547726, 0.3665383878, 0.3907426697, 0.4153785044, 0.4403448458, 0.4655468946, 0.4908800567, 0.5162415734, 0.5415244909, 0.56663328, 0.5914510739, 0.6159029772, 0.6398676561, 0.6632827682, 0.6860664947, 0.7081142033, 0.7293894817, 0.749831872, 0.7693912123, 0.7880313426, 0.8057354999, 0.822442259, 0.8381557032, 0.8529306145, 0.8666701919, 0.8794494694, 0.8913137468, 0.9022594267, 0.912294241, 0.9214423626, 0.9297526106, 0.9373123539, 0.9442728262, 0.9503197532, 0.9558280916, 0.9607561291, 0.9651331539, 0.9688527116, 0.9725722692, 0.9752676693, 0.9776458859, 0.9800241026, 0.9824023192, 0.9835930318, 0.9836873289, 0.9837816259, 0.9838759229, 0.9839702199, 0.9840645169, 0.9841588139, 0.9842531109, 0.9843474079, 0.9844417049, 0.9845360019, 0.984630299, 0.984724596, 0.984818893, 0.98491319, 0.985007487, 0.985101784, 0.985196081, 0.985290378, 0.985384675, 0.9854789721, 0.9855732691, 0.9856675661, 0.9857618631, 0.9858561601, 0.9859504571, 0.9860447541, 0.9861390511, 0.9862333481, 0.9863276451, 0.9864219422, 0.9865162392, 0.9866105362, 0.9867048332, 0.9867991302, 0.9868934272, 0.9869877242, 0.9870820212, 0.9871763182, 0.9872706152, 0.9873649123, 0.9874592093, 0.9875535063, 0.9876478033, 0.9877421003, 0.9878363973, 0.9879306943, 0.9880249913, 0.9881192883, 0.9882135854, 0.9883078824, 0.9884021794, 0.9884964764, 0.9885907734, 0.9886850704, 0.9887793674, 0.9888736644, 0.9889679614, 0.9890622584, 0.9891565555, 0.9892508525, 0.9893451495, 0.9894394465, 0.9895337435, 0.9896280405, 0.9897223375, 0.9898166345, 0.9899109315, 0.9900052286, 0.9900995256, 0.9901938226, 0.9902881196, 0.9903824166, 0.9904767136, 0.9905710106, 0.9906653076, 0.9907596046, 0.9908539016, 0.9909481987, 0.9910424957, 0.9911367927, 0.9912310897, 0.9913253867, 0.9914196837, 0.9915139807, 0.9916082777, 0.9917025747, 0.9917968717, 0.9918911688, 0.9919854658, 0.9920797628, 0.9921740598, 0.9922683568, 0.9923626538, 0.9924569508, 0.9925512478, 0.9926455448, 0.9927398419, 0.9928341389, 0.9929284359, 0.9930227329, 0.9931170299, 0.9932113269, 0.9933056239, 0.9933999209, 0.9934942179, 0.9935885149, 0.993682812, 0.993777109, 0.993871406, 0.993965703, 0.99406]",2026-02-11,,,numeric
42030,Will the North Atlantic sea surface temperature reach a daily record high before May 2026?,76.9%,-,1.0,27.0%,2026-02-11,,,binary
42048,"Will the ECDC weekly SARS-CoV-2 test positivity series show four consecutive week-over-week increases for the EU/EEA, before May 1, 2026?",76.5%,-,1.0,25.5%,2026-02-11,,,binary
41858,"Will the United States, Russia or China detonate a nuclear device before April 1, 2026?",50.1%,-,1.0,4.1%,2026-02-12,,,binary
42052,Will the average daily price of kerosene jet fuel in the US Gulf Coast be greater than $2.50 per gallon in March 2026?,55.2%,-,1.0,29.5%,2026-02-13,,,binary
42053,"Will the CDC-reported cumulative number of confirmed U.S. measles cases in 2026, as of April 24, 2026, be at least 2,000?",66.0%,-,0.7,74.5%,2026-02-13,,,binary
42096,How many maritime piracy \u0026 armed robbery incidents will the International Maritime Bureau report for Q1 2026?,83.5%,-,1.0,Not Forecast,2026-02-14,,,discrete
42107,What will be the statewide voter turnout percentage in Bavaria’s local elections (Kommunalwahlen)?,81.7%,-,1.0,"[0.00594, 0.0060532088, 0.0061664176, 0.0062796264, 0.0063928352, 0.006506044, 0.0066192528, 0.0067324616, 0.0068456704, 0.0069588792, 0.007072088, 0.0071852968, 0.0072985056, 0.0074117144, 0.0075249232, 0.007638132, 0.0077513408, 0.0078645496, 0.0079777584, 0.0080909672, 0.008204176, 0.0083173848, 0.0084305936, 0.0085438025, 0.0086570113, 0.0087702201, 0.0088834289, 0.0089966377, 0.0091098465, 0.0092230553, 0.0093362641, 0.0094494729, 0.0095626817, 0.0096758905, 0.0097890993, 0.0099023081, 0.0100155169, 0.0101287257, 0.0102419345, 0.0103551433, 0.0104683521, 0.0105815609, 0.0106947697, 0.0108079785, 0.0109211873, 0.0110343961, 0.0111476049, 0.0112608137, 0.0113740225, 0.0114872313, 0.0116004401, 0.0117136489, 0.0118268577, 0.0119400665, 0.0120532753, 0.0121664841, 0.0122796929, 0.0123929017, 0.0125061105, 0.0126193193, 0.0127325281, 0.0128457369, 0.0129589457, 0.0130721545, 0.0131853633, 0.0132985721, 0.0134117809, 0.0135249897, 0.0136381986, 0.0137514074, 0.0138646162, 0.013977825, 0.0140910338, 0.0142042426, 0.0143174514, 0.0144306602, 0.014543869, 0.0146570778, 0.0147702866, 0.0164485208, 0.0184109246, 0.0203733284, 0.0223357322, 0.024298136, 0.0270098116, 0.0300739967, 0.0331381818, 0.0366016305, 0.0406584644, 0.0447152983, 0.0496327696, 0.0546086625, 0.0603862626, 0.0664053037, 0.0730557387, 0.0802665745, 0.0879717775, 0.0962445261, 0.1051304726, 0.114656653, 0.1248370761, 0.1356763841, 0.1471723355, 0.1593175387, 0.1721006917, 0.1855578538, 0.1997023151, 0.214451483, 0.2298901575, 0.2459193088, 0.2625464842, 0.2797728009, 0.2975316335, 0.3157983109, 0.3345399002, 0.3537171182, 0.3732857688, 0.3931978473, 0.4134024034, 0.433846231, 0.4544744319, 0.4752308891, 0.4960586782, 0.5169004385, 0.5376987219, 0.5583963389, 0.5789367158, 0.5992642837, 0.6193249171, 0.6390664492, 0.6584392926, 0.6773972089, 0.6958982817, 0.7139061733, 0.7313917776, 0.7483265395, 0.7646355861, 0.7803639013, 0.7954451811, 0.8098962425, 0.8236640929, 0.8368145079, 0.8492681707, 0.8610373763, 0.8721616188, 0.8826393045, 0.8924758335, 0.9016861148, 0.9102982704, 0.9183592913, 0.925780943, 0.9325944854, 0.9390077786, 0.9448450688, 0.9501789187, 0.9551548116, 0.9595988282, 0.9636556621, 0.9676003951, 0.9706645802, 0.9737287653, 0.9767929504, 0.9789370418, 0.9808994455, 0.9828618493, 0.9848242531, 0.9867866569, 0.987568132, 0.9877648553, 0.9879615785, 0.9881583018, 0.9883550251, 0.9885517483, 0.9887484716, 0.9889451949, 0.9891419182, 0.9893386414, 0.9895353647, 0.989732088, 0.9899288113, 0.9901255345, 0.9903222578, 0.9905189811, 0.9907157044, 0.9909124276, 0.9911091509, 0.9913058742, 0.9915025974, 0.9916993207, 0.991896044, 0.9920927673, 0.9922894905, 0.9924862138, 0.9926829371, 0.9928796604, 0.9930763836, 0.9932731069, 0.9934698302, 0.9936665535, 0.9938632767, 0.99406]",2026-02-14,,,numeric
42050,"How many new civil antitrust merger challenges will the DOJ file against 'Big Tech' firms before May 1, 2026?",21.0%,-,1.0,Not Forecast,2026-02-15,,,discrete
42108,"Will a National Rally–labeled list win the mayoralty of at least one of Marseille, Lyon, or Toulouse in France’s 2026 municipal elections ?",42.8%,-,1.0,25.0%,2026-02-16,,,binary
42109,How many commercial aircraft deliveries will Airbus report for March 2026 ?,86.8%,-,1.0,Not Forecast,2026-02-16,,,discrete
42272,How many commercial aircraft deliveries will Airbus report for March 2026 ?,86.8%,-,1.0,"[0, 0.0012241227, 0.0024482454, 0.0036723681, 0.0048964908, 0.0061206136, 0.0073447363, 0.008568859, 0.0097929817, 0.0110087098, 0.0122182759, 0.013427842, 0.0146374081, 0.0158469743, 0.0170565404, 0.0182661065, 0.0194756726, 0.0207170631, 0.0225946828, 0.0244723026, 0.0263499223, 0.0282275421, 0.0301051618, 0.0323657155, 0.0348452175, 0.0373247195, 0.0398042215, 0.0425988184, 0.0456355823, 0.0486723461, 0.0518418566, 0.0554009197, 0.0589599829, 0.062733885, 0.06678599, 0.070838095, 0.0753412386, 0.0798609629, 0.0847152557, 0.0896799572, 0.0949585628, 0.1003477183, 0.1060967248, 0.1119557674, 0.1181386424, 0.124527097, 0.1310933195, 0.1380042758, 0.1451172118, 0.1524413442, 0.1600218435, 0.1678868696, 0.1759762135, 0.1842974678, 0.1928552616, 0.201651795, 0.21068726, 0.2199722787, 0.2294893665, 0.2392304742, 0.2491917914, 0.2593684821, 0.269754835, 0.2803491837, 0.2911483008, 0.3021368687, 0.3133061834, 0.3246471859, 0.3361505078, 0.3478065097, 0.3596059441, 0.3715550025, 0.3836244217, 0.3958035649, 0.4080816772, 0.4204547271, 0.4329084895, 0.4454253251, 0.4579940497, 0.4706068887, 0.4832479108, 0.4959036444, 0.5085627047, 0.5212103824, 0.5338353537, 0.5464263145, 0.558968808, 0.571445976, 0.5838523263, 0.5961768079, 0.6084039576, 0.620513916, 0.6325070135, 0.644372779, 0.6561008977, 0.6676775948, 0.6790806659, 0.6903157855, 0.7013739478, 0.7122465067, 0.7229252287, 0.7334023556, 0.743670678, 0.7537236224, 0.7635553547, 0.7731609041, 0.7825363124, 0.7916788147, 0.8005870605, 0.8092613855, 0.8177041492, 0.8259009321, 0.8338151795, 0.8414977055, 0.8489594405, 0.8562121218, 0.8631267729, 0.8698425669, 0.8763870644, 0.8825699394, 0.8885918943, 0.8943866548, 0.8999003102, 0.9052894657, 0.9103217832, 0.9152864846, 0.9198825808, 0.9244023051, 0.9286341141, 0.932686219, 0.936667077, 0.9402261402, 0.9437852034, 0.9471739505, 0.9502107144, 0.9532474782, 0.9562759875, 0.9587554895, 0.9612349916, 0.9637144936, 0.9661939956, 0.9681053089, 0.9699829287, 0.9718605484, 0.9737381681, 0.9756157879, 0.9771375959, 0.978347162, 0.9795567282, 0.9807662943, 0.9819758604, 0.9831854265, 0.9843949927, 0.9856045588, 0.9868103824, 0.9869678741, 0.9871253658, 0.9872828574, 0.9874403491, 0.9875978408, 0.9877553325, 0.9879128242, 0.9880703159, 0.9882278076, 0.9883852993, 0.9885427909, 0.9887002826, 0.9888577743, 0.989015266, 0.9891727577, 0.9893302494, 0.9894877411, 0.9896452328, 0.9898027244, 0.9899602161, 0.9901177078, 0.9902751995, 0.9904326912, 0.9905901829, 0.9907476746, 0.9909051663, 0.9910626579, 0.9912201496, 0.9913776413, 0.991535133, 0.9916926247, 0.9918501164, 0.9920076081, 0.9921650998, 0.9923225914, 0.9924800831, 0.9926375748, 0.9927950665, 0.9929525582, 0.9931100499, 0.9932675416, 0.9934250333, 0.9935825249, 0.9937400166, 0.9938975083, 0.994055]",2026-02-16,,,numeric
